technique_id,x_mitre_is_subtechnique,tactic,platform,data_source,definition,collection_layers,data_source_platform,contributors,data_component,type,description,source_data_element,relationship,target_data_element,references
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection to,process,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection from,ip,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection from,port,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection from,process,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection to,ip,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection to,port,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked listener on,ip,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked listener on,port,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked listener on,process,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,administration traffic,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,dns traffic,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,encrypted traffic,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,mail traffic,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,file transfer traffic,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,web traffic,
T1568,False,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,remote code execution traffic,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,attempted connection to,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,attempted connection to,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,attempted connection to,host,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,attempted connection from,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,attempted connection from,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,attempted connection from,host,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,connected to,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,connected to,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,connected to,host,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,connected from,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,connected from,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,connected from,host,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",user,connected to,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",user,connected to,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",user,connected to,host,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",user,connected from,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",user,connected from,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",user,connected from,host,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,attempted to bind on,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,bound to,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,permitted listener on,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,permitted listener on,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,permitted listener on,process,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,attempted to listen on,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",process,listened on,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked port bind on,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked port bind on,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked port bind on,process,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection to,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection to,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection to,process,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection from,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection from,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection from,process,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection to,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked connection to,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked listener on,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked listener on,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network connection creation,activity,"Information about the creation of a network connection, either captured on the wire or on an endpoint.",host,blocked listener on,process,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic flow,information,"Information about the flow of network packets in a network connection, either captured on the wire or on an endpoint.",network traffic flow,originated from,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic flow,information,"Information about the flow of network packets in a network connection, either captured on the wire or on an endpoint.",network traffic flow,responded from,ip,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic flow,information,"Information about the flow of network packets in a network connection, either captured on the wire or on an endpoint.",network traffic flow,originated from,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic flow,information,"Information about the flow of network packets in a network connection, either captured on the wire or on an endpoint.",network traffic flow,responded from,port,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic flow,information,"Information about the flow of network packets in a network connection, either captured on the wire or on an endpoint.",network traffic flow,identified,transport layer protocol,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic flow,information,"Information about the flow of network packets in a network connection, either captured on the wire or on an endpoint.",network traffic flow,identified,application layer protocol,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic flow,information,"Information about the flow of network packets in a network connection, either captured on the wire or on an endpoint.",network traffic flow,identified,network traffic volume,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,administration traffic,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,dns traffic,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,encrypted traffic,
T1011.001,True,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,"Network traffic, either summarized (e.g., as netflow) or captured in some format (e.g., as PCAP). This may be captured at the endpoint or network level.","['host', 'network', 'cloud']","['Windows', 'Linux', 'macOS', 'IaaS']","['ATT&CK', 'CTID', 'ExtraHop']",network traffic content,information,"Information about the content of network packets and the protocols associated to them, either captured on the wire or on an endpoint.",network traffic,contained,mail traffic,
